"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","04","N","2021003645","2","2","","1","08","Y","CHEV","2006","","0","","1","00","","000","0","","2","02","07","06","11","PA","2","01","2G1WB58KX69","P4D"
"","06","N","2021014384","3","1","","1","12","Y","SUBA","2013","01","1","","1","00","E","025","","","1","01","01","01","03","PA","1","01","JF1GPAC62DG","PSW"
"","04","N","2021024256","3","1","","1","12","Y","SUBA","2016","01","1","","1","00","E","030","0","","1","01","07","01","03","PA","1","01","JF1GJAB67GH","P4D"
"","09","N","2021043149","9","3","","1","99","U","","","","1","","1","","N","999","","","1","05","03","01","01","","1","01","",""
"","12","N","2021008275","2","2","","3","07","U","JEEP","2000","","0","","1","00","","000","0","","2","02","01","06","01","PA","2","01","1J4FA29P1YP","T2W"
"","15","N","2021036312","2","1","","1","11","Y","GMC","2017","01","1","","1","00","N","999","0","","2","01","08","12","01","PA","1","06","1GKKVSKDXHJ","T4W"
"","09","N","2021056655","","","","","00","","","","","0","","3","00","","","0","","2","51","03","17","03","","0","01","",""
"","04","N","2021002124","3","1","","1","12","Y","FORD","2001","01","1","","4","00","E","045","","","1","01","07","15","06","PA","1","01","1FAFP55UX1A","P4D"
"","","","2021007847","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","02","N","2021022433","1","2","","1","06","Y","MERZ","2017","","0","","1","00","E","000","0","","3","02","07","06","01","PA","2","01","WDDWJ4KB4HF","PCP"
"","15","N","2021032625","3","1","","1","12","Y","DODG","2009","01","1","","1","00","W","045","","","1","01","05","01","06","PA","1","06","3D4GG47B19T","T4W"
"","69","Y","2021020339","1","1","","1","06","Y","MACK","2019","02","1","","1","99","W","000","0","","2","01","01","03","01","PA","2","05","1M2TE1GC9KM","T"
"","04","N","2021020508","1","1","","1","07","Y","NISS","2007","02","1","","1","00","N","035","","","1","01","05","01","01","PA","1","01","1N4BA41E37C","P4D"
"","15","N","2021025654","3","1","","1","12","Y","FORD","2010","02","1","","1","00","W","040","","","1","01","01","01","01","PA","1","06","1FMCU9DG0AK","T4W"
"","69","N","2021031118","3","1","","1","05","N","FORD","2020","02","1","","1","00","N","055","","","2","01","05","01","01","IL","2","06","MAJ6S3JLXLC","T"
"","15","N","2021015425","1","2","","1","11","U","JEEP","2011","","0","","3","00","","000","0","","2","02","03","06","09","PA","2","06","1J4NT1GB2BD","T4W"
"","04","N","2021007369","3","1","","1","12","U","FORD","2015","01","1","","1","00","E","999","0","","1","01","05","01","06","PA","2","01","3FA6P0SU4FR","P4D"
"","15","N","2021025529","3","1","","3","11","Y","SUBA","2014","01","1","","1","00","N","005","","","2","01","01","12","07","PA","2","06","4S4BRCCCXE3","T4W"
"","69","N","2021021526","1","1","","3","05","Y","KIA","2019","02","2","","1","00","S","050","","","2","01","03","01","01","PA","2","06","5XYPKDA5XKG","T"
"","69","N","2021024809","2","1","","1","10","Y","CHEV","2018","01","1","","1","00","N","999","0","","1","01","08","01","06","PA","1","01","2GNAXSEV0J6","T"
"","69","N","2021011311","1","1","","1","05","Y","CHEV","2021","01","2","","1","00","S","999","0","","2","01","05","01","03","OK","2","06","2GNAXUEV4M6","T"
"","04","N","2021016135","3","1","","1","02","Y","HYUN","2005","01","4","","3","00","S","999","","","1","01","08","17","01","PA","1","01","KMHDN46D55U","P4D"
"","15","N","2021010651","1","1","","1","12","Y","FORD","2005","01","1","","1","00","E","999","0","","1","01","01","01","01","PA","1","06","1FMYU93195D","T4W"
"","02","N","2021022445","2","1","","1","11","Y","CHEV","2005","01","2","","1","00","W","999","","","2","01","05","01","03","PA","1","01","2G1WX12K259","PCP"
"","04","N","2021014443","1","1","","1","07","Y","LEXS","2010","01","1","","1","00","E","000","","","4","01","05","03","14","PA","2","01","JTHBB1BA2A2","P4D"
"","15","N","2021023901","3","1","","2","06","Y","KIA","2011","01","1","","1","00","S","999","0","","2","01","02","10","01","PA","2","06","5XYKTCA19BG","T4W"
"","05","N","2021023901","3","1","","2","12","Y","FORD","2015","01","1","","1","00","S","999","0","","1","01","07","01","09","PA","1","01","1FADP3K29FL","P4H"
"","04","N","2021014833","3","1","","2","11","U","KIA","2007","02","1","","1","00","N","999","0","","1","01","05","01","07","PA","1","01","KNAFE121475","P4D"
"","04","N","2021011498","2","1","","2","10","N","CHRY","2004","01","1","","1","00","W","999","","","2","01","07","12","01","PA","1","01","1C3AL66R34N","P4D"
"","69","N","2021010622","3","2","","3","11","Y","MAZD","2017","02","2","","1","00","N","999","0","","3","01","03","01","01","TX","1","01","JM3TCBDY7H0","T"
"","15","N","2021036320","1","1","","2","06","Y","BUIC","2015","02","1","","1","00","S","000","0","","2","01","05","03","01","PA","2","06","KL4CJGSB0FB","T4W"
"","40","N","2021010652","3","1","","1","01","Y","DODG","2016","01","1","","1","46","E","999","0","","1","01","07","01","01","PA","1","07","2C4RDGBG0GR","TSV"
"","15","N","2021003166","3","1","","1","12","Y","JEEP","2015","01","1","","1","00","W","035","0","","1","01","07","01","01","PA","1","06","1C4RJFBG4FC","T4W"
"","04","N","2021041442","3","1","","3","02","Y","CHEV","2004","01","3","","1","00","S","999","0","","1","01","03","01","03","PA","1","01","2G1WF52EX49","P4D"
"","15","N","2021053135","3","1","","1","12","Y","HYUN","2015","01","1","","1","00","U","999","0","","2","01","05","01","09","PA","1","01","5XYZWDLA1FG","T4W"
"","04","N","2021042619","9","2","","1","07","Y","HOND","2002","","0","","1","00","E","000","0","","2","02","09","06","01","PA","2","01","1HGCG16532A","P4D"
"","04","N","2021005943","3","1","","1","11","U","CHRY","2005","01","1","","1","00","U","999","0","","1","01","05","99","99","PA","1","01","2C3JA53G55H","P4D"
"","09","N","2021012108","3","1","","1","12","Y","MAZD","2019","01","2","","3","00","S","055","","","1","01","05","17","03","PA","1","01","JM1GL1UM7K1","P"
"","04","N","2021003142","3","1","","1","11","U","FORD","2011","01","1","","1","00","E","045","1","","1","01","01","01","01","PA","1","01","3FAHP0HA6BR","P4D"
"","69","N","2021007080","1","1","","1","12","Y","DODG","2019","01","2","","1","46","S","999","0","","4","01","02","02","99","TX","1","07","2C4RDGCG3KR","T"
"","01","N","2021005785","3","1","","3","12","Y","CHRY","2008","02","1","","3","00","S","055","","","1","01","05","17","13","PA","1","01","1C3LC55R18N","PCV"
"","09","N","2021005851","3","1","","1","12","Y","VOLK","2019","01","1","","1","00","N","999","0","","1","01","03","01","01","PA","1","01","3VWC57BU1KM","P"
"","15","N","2021019590","3","1","","2","01","Y","JEEP","2012","01","1","","1","00","S","060","0","","1","01","03","01","01","PA","1","06","1C4PJMAK7CW","T4W"
"","15","N","2021008046","3","1","","1","05","Y","JEEP","2011","01","3","","1","00","W","075","","","1","01","07","15","06","PA","1","06","1J4PN2GK1BW","T4W"
"","15","N","2021039392","3","1","","1","01","Y","HOND","2011","02","1","","1","00","S","015","0","","1","01","02","12","07","PA","1","06","5J6YH2H72BL","T4W"
"","15","N","2021033580","3","1","","1","01","Y","DODG","1998","02","4","","1","00","N","045","0","","1","01","07","01","01","PA","1","01","1B4HS28Y9WF","T4W"
"","75","Y","2021056634","1","1","","2","15","Y","FRHT","2016","02","1","","1","21","E","065","1","","1","01","02","15","01","MN","1","05","3AKJGLDR0GS","TTR"
"","15","N","2021010356","3","1","","1","12","Y","HYUN","2006","02","1","","1","00","W","025","0","","1","01","01","01","01","PA","1","06","KM8SC73D06U","T4W"
"","69","N","2021036634","0","1","","1","06","Y","SUBA","2018","02","1","","9","00","U","999","0","","1","01","01","14","98","PA","1","01","4S4BSAHC4J3","T"
"","09","N","2021009750","3","1","","1","02","Y","NISS","2016","01","1","","1","00","W","999","0","","1","01","02","01","01","PA","1","01","3N1CN7AP9GL","P"
"","09","N","2021032539","1","2","","1","09","Y","ACUR","2018","","0","","1","00","","000","0","","3","02","05","06","01","PA","2","01","19UUB1F5XJA","P"
"","04","N","2021026724","3","1","","3","12","U","MERZ","2000","01","1","","1","00","W","999","0","","2","01","07","01","03","PA","1","01","WDBNG75J9YA","P4D"
"","04","N","2021014202","3","1","","1","09","Y","MAZD","2015","01","1","","1","00","W","025","1","","2","01","01","01","06","PA","2","01","JM1BM1T70F1","P4D"
"","51","N","2021005583","3","2","","1","11","U","FORD","2005","","0","","3","00","U","000","0","","1","06","02","98","98","PA","0","04","1FTYR10U45P","TPK"
"","69","N","2021034476","1","1","","2","02","Y","JEEP","2020","01","1","","4","00","N","999","0","","3","01","12","16","01","PA","2","01","1C4PJMCBXLD","T"
"","04","N","2021042622","3","2","","1","09","Y","CHEV","2016","","1","","1","00","N","000","0","","2","02","05","06","11","PA","2","01","1G1ZB5ST9GF","P4D"
"","","N","2021006979","","1","","","00","","","","99","0","","","","","050","0","","1","51","","","","","0","","",""
"","51","N","2021010128","3","1","","1","12","Y","FORD","2004","01","1","","3","00","E","065","","","1","01","03","17","01","PA","1","04","1FTZR45E74P","T4C"
"","04","N","2021004544","3","1","","1","12","Y","HYUN","2017","01","2","","1","00","N","005","0","","1","01","01","01","09","TN","1","01","KMHD84CF1HU","P4D"
"","73","Y","2021011615","1","1","","1","06","Y","ISU","2016","02","3","","1","00","S","999","0","","2","01","12","01","01","PA","2","05","54DC4W1B6GS","TTB"
"","02","N","2021017235","3","1","","1","12","Y","HOND","2010","01","1","","1","00","S","020","0","","2","01","12","01","01","PA","2","01","1HGCS1B79AA","PCP"
"","15","N","2021001781","1","2","","1","13","Y","HOND","2011","","0","","1","00","E","000","0","","3","02","02","06","09","PA","0","01","5FNYF4H59BB","T4W"
"","51","N","2021025298","3","1","","3","12","Y","RAM","2016","01","1","","1","00","E","035","0","","1","01","05","01","03","PA","1","04","1C6RR7FT7GS","TCW"
"","15","N","2021031990","3","1","","1","12","Y","TOYT","2011","02","1","","1","00","N","999","0","","1","01","02","01","01","PA","1","06","2T3DF4DV4BW","T4W"
"","04","N","2021019444","3","1","","2","14","Y","VOLV","2006","02","1","","3","00","E","999","0","","1","01","02","17","01","PA","1","01","YV1MS382462","P4D"
"","04","N","2021011235","3","1","","1","11","Y","FORD","2012","01","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","01","3FAHP0CG0CR","P4D"
"","04","N","2021012288","2","1","","1","12","Y","MAZD","2016","01","1","","1","00","E","999","0","","2","01","03","01","01","PA","2","01","JM1BM1V78G1","P4D"
"","04","N","2021019149","3","2","","1","06","Y","HOND","2007","","0","","1","00","W","000","0","","2","02","03","06","01","PA","2","01","1HGCM567X7A","P4D"
"","20","N","2021026466","1","1","","5","12","Y","HD","2005","01","1","","1","41","W","999","0","","1","01","05","01","07","PA","1","02","1HD4CJM105K","MRS"
"","04","N","2021005335","3","1","","2","06","N","MAZD","2011","01","1","","3","00","N","999","0","","2","01","02","02","03","PA","2","01","1YVHZ8BH8B5","P4D"
"","05","N","2021013168","3","2","","1","07","Y","NISS","2015","","0","","1","00","","000","","","2","02","05","06","01","PA","2","01","3N1CE2CP1FL","P4H"
"","51","N","2021021226","3","1","","1","12","Y","FORD","2011","01","1","","4","00","W","025","0","","1","01","02","16","01","PA","1","04","1FT8X3DT2BE","T4C"
"","04","N","2021022445","3","1","","1","10","Y","CHEV","2017","01","1","","1","00","E","999","","","1","01","02","01","03","PA","2","01","1G1BC5SM7H7","P4D"
"","04","N","2021003301","3","1","","1","12","Y","KIA","2015","02","3","","1","00","S","045","","","1","01","03","01","01","PA","1","01","KNALN4D71F5","P4D"
"","04","N","2021016978","3","1","","1","11","Y","NISS","2008","02","1","","1","00","E","010","0","","2","01","03","01","01","PA","2","01","1N4AL21E18C","P4D"
"","04","N","2021021592","3","1","","1","12","Y","HOND","2009","01","2","","1","00","E","999","0","","1","01","07","01","01","PA","1","01","1HGCP26319A","P4D"
"","15","N","2021016727","3","1","","1","12","Y","TOYT","2012","01","1","","1","00","E","999","0","","2","01","05","01","01","PA","2","06","5TDBK3EH6CS","T4W"
"","","","2021002791","","","","","","","","","","1","","","","","","","","1","31","","","","","2","","",""
"","09","N","2021012215","0","1","","1","06","Y","TOYT","2020","03","1","","1","00","N","025","0","","1","01","02","02","01","MN","2","01","JTDEPRAE8LJ","P"
"","15","N","2021000002","3","1","","1","12","Y","DODG","2016","01","5","","3","00","N","999","0","","1","01","07","17","01","GA","1","06","1C4RDJAG0GC","T4W"
"","69","N","2021024104","3","1","","1","12","Y","JEEP","2020","02","1","","3","00","S","010","0","","1","01","06","13","01","FL","1","01","1C4HJXEN2LW","T"
"","69","N","2021000923","3","1","","3","01","Y","CADI","2010","01","2","","1","00","W","999","0","","1","01","05","08","01","PA","1","06","3GYFNFEY8AS","T"
"","04","N","2021012706","1","2","","1","08","Y","MERC","2005","","0","","1","00","","000","0","","3","02","08","06","01","PA","2","01","2MEHM75W05X","P4D"
"","15","N","2021028160","3","1","","1","01","Y","CHEV","2006","01","1","","3","00","W","075","0","","1","01","07","17","01","PA","1","06","1GNDT13S862","T4W"
"","15","N","2021016972","1","1","","1","06","Y","CHEV","2016","01","2","","1","00","W","999","0","","2","01","02","01","01","PA","3","06","3GNCJNSB8GL","T4W"
"","04","N","2021007919","3","1","","1","12","Y","BMW","2007","01","1","","1","00","S","025","0","","1","01","03","01","01","PA","1","01","WBANF33557C","P4D"
"","15","N","2021010171","3","1","","2","12","Y","HOND","2010","01","1","","3","00","E","999","0","","1","01","01","17","01","PA","1","06","5J6RE4H78AL","T4W"
"","15","N","2021000405","2","1","","1","03","Y","VOLK","2016","01","1","","1","00","S","999","0","","2","01","07","01","01","PA","1","06","WVGAV7AX7GW","T4W"
"","15","N","2021019202","3","1","","2","03","Y","CHEV","2005","01","1","","1","00","N","999","","","1","01","02","01","01","PA","1","01","1GNDT13S052","T4W"
"","04","N","2021023077","3","1","","1","12","Y","NISS","2009","01","2","","1","00","W","025","0","","1","01","05","15","01","PA","1","01","3N1AB61E59L","P4D"
"","15","N","2021022096","3","1","","2","11","Y","NISS","2015","01","1","","1","00","E","999","0","","1","01","05","12","01","PA","1","06","KNMAT2MT2FP","T4W"
"","04","N","2021041290","2","1","","2","12","N","AUDI","2006","01","1","","4","00","E","035","0","","1","01","07","10","01","PA","1","01","WAUDH74F36N","P4D"
"","04","N","2021018861","3","3","","1","12","N","VOLK","2012","01","1","","1","00","W","070","","","1","05","07","01","01","PA","1","01","1VWAP7A31CC","P4D"
"","15","N","2021005305","2","1","","1","02","Y","ACUR","2015","01","1","","1","00","S","020","0","","1","01","02","01","01","PA","1","06","5FRYD4H44FB","T4W"
"","06","N","2021020201","3","1","","1","12","Y","MNNI","2012","01","1","","1","00","S","035","0","","1","01","03","01","02","PA","1","01","WMWZB3C53CW","PSW"
"","69","N","2021029307","2","1","","3","06","Y","TOYT","2020","01","1","","1","00","W","000","0","","2","01","01","03","03","PA","2","04","3TMCZ5AN4LM","T"
"","15","N","2021015225","3","1","","1","12","Y","CHEV","2016","01","1","","1","00","S","999","0","","2","01","12","12","04","PA","2","01","3GNCJLSB8GL","T4W"
"","04","N","2021005493","1","2","","1","09","Y","MERZ","2011","","0","","1","00","S","000","0","","3","02","03","06","98","PA","2","01","WDDGF8BB4BR","P4D"
"","15","N","2021022316","3","1","","1","12","Y","FORD","2008","01","1","","1","00","N","015","0","","1","01","07","02","01","NY","1","01","1FMCU02Z28K","T4W"
"","69","N","2021015257","3","1","","3","12","Y","JEEP","2021","01","1","","1","00","E","999","0","","14","01","10","01","03","PA","1","01","3C4NJDDB3MT","T"
"","15","N","2021027948","2","1","","1","02","Y","FORD","2005","01","2","","4","00","N","020","0","","1","01","07","10","02","PA","1","06","1FMDU75K35U","T4W"
"","04","N","2021010138","3","1","","1","12","Y","NISS","2016","01","1","","1","00","E","025","0","","1","01","01","01","03","PA","1","01","3N1AB7AP6GY","P4D"
"","04","N","2021012502","3","1","","1","14","Y","CHEV","2015","01","1","","4","00","E","020","0","","1","01","12","10","01","PA","1","01","1G11C5SL8FF","P4D"
"","04","N","2021021101","1","1","","1","03","Y","STRN","2008","01","1","","1","00","N","999","0","","1","01","12","09","02","PA","1","01","1G8ZS57N68F","P4D"
"","15","N","2021015164","1","2","","2","01","Y","NISS","2005","","0","","1","00","","000","","","3","02","03","06","12","PA","2","06","5N1AA08B35N","T4W"
"","05","N","2021002341","3","1","","1","03","Y","VOLK","2013","01","1","","1","00","W","030","","","2","01","03","01","03","PA","2","01","WVWNM7AJ9DW","P4H"
"","04","N","2021004996","1","1","","1","12","Y","CHEV","2011","01","2","","1","00","S","999","0","","1","01","12","18","98","PA","2","01","1G1ZD5E19BF","P4D"
"","15","N","2021019266","1","1","","1","06","Y","GMC","2013","01","2","","1","00","W","005","0","","2","01","05","02","03","PA","2","01","2GKFLREK9D6","T4W"
"","69","N","2021012144","3","1","","2","02","Y","KIA","2020","01","1","","1","00","E","999","0","","1","01","12","01","01","PA","1","01","KNDJ23AU5L7","T"
